persona_id,1,2,3,4,5,6,7,8
82166,,1.0,5.0,5.0,5.0,5.0,1.0,5.0
82569,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
83090,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
83215,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
83380,,1.0,5.0,5.0,5.0,5.0,1.0,5.0
85049,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
85519,,,,5.0,5.0,5.0,,5.0
86879,,1.0,5.0,5.0,5.0,5.0,1.0,5.0
87201,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
87232,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
87283,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
87863,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
88247,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
88716,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
89604,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
89643,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
90066,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
90923,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
91035,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
91223,,1.0,5.0,5.0,5.0,5.0,1.0,5.0
91241,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
92194,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
92902,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
92952,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
94032,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
95430,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
95807,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
96050,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
96201,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
97009,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
97477,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
98400,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
99045,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
102060,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
102387,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
102860,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
104167,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
104799,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
104815,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
106753,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
108152,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
108437,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
108473,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
108966,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
109216,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
111837,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
112277,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
113494,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
114157,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
114830,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
117082,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
117495,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
118017,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
118048,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
119498,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
123204,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
124991,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
125723,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
125823,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
126701,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
126960,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
127472,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
128466,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
128684,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
128983,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
129024,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
129668,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
130858,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
131658,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
133283,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
133765,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
133784,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
134476,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
135086,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
135608,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
136355,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
136776,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
138366,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
138518,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
139222,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
140074,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
140363,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
141480,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
141687,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
141833,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
142284,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
142307,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
144040,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
144222,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
145625,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
145710,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
146223,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
146832,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
146850,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
147219,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
147377,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
147530,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
148108,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
148752,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
149652,,1.0,5.0,5.0,5.0,5.0,1.0,5.0
150101,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
150470,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
151075,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
151726,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
151847,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
152532,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
152699,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
153425,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
153740,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
153941,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
154642,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
155417,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
155618,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
155861,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
156336,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
157783,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
158328,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
158333,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
160632,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
160839,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
162350,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
162517,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
164663,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
165472,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
166280,,1.0,5.0,5.0,5.0,5.0,1.0,5.0
166870,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
167334,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
167354,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
168474,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
168868,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
169535,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
170281,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
171303,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
171399,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
172462,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
172771,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
173083,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
174876,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
175026,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
175738,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
176236,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
177767,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
178684,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
179037,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
179580,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
179838,,1.0,,3.0,5.0,5.0,1.0,5.0
180973,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
181092,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
182229,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
182607,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
183099,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
183561,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
184727,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
185100,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
185255,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
186206,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
187017,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
189232,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
190595,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
190818,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
190966,,1.0,5.0,5.0,5.0,5.0,1.0,5.0
191509,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
193769,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
194316,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
194440,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
196279,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
197297,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
199256,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
199492,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
199530,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0
