persona_id,1,2,3,4,5,6,7,8
142284,1,5,1,3,3,3,1,1
142307,1,5,1,3,3,3,1,1
144040,1,5,1,3,3,3,3,1
144222,3,5,1,3,3,3,1,1
145625,2,3,1,1,3,3,1,1
145710,2,5,1,3,3,3,1,1
146223,1,5,3,3,3,3,1,1
146832,1,3,1,3,3,4,1,1
146850,1,5,1,3,3,3,1,1
147219,1,3,1,3,3,3,2,1
147377,3,5,1,3,3,3,3,1
147530,1,5,1,1,3,3,1,1
148108,1,5,1,1,3,3,1,1
148752,1,5,1,3,3,3,1,1
149652,1,5,1,1,3,1,3,1
150101,3,5,1,3,3,3,3,3
150470,1,5,1,3,3,3,3,1
151075,1,1,1,1,2,4,1,1
151726,1,5,1,1,3,3,1,1
151847,1,5,1,3,3,3,1,1
152532,2,3,1,3,3,3,1,1
152699,1,3,3,3,4,3,3,1
153425,1,5,1,1,3,3,2,1
153740,1,5,1,3,3,3,3,1
153941,3,5,1,3,3,3,3,1
154642,1,3,1,3,3,3,1,1
155417,1,5,3,3,3,3,1,1
155618,1,5,1,3,3,3,1,1
155861,1,5,1,3,3,3,3,1
156336,1,5,1,3,3,3,1,1
157783,1,5,1,1,3,3,1,1
158328,1,3,1,3,3,3,3,1
158333,1,5,1,3,3,3,1,1
160632,2,5,1,3,3,3,2,1
160839,1,5,1,3,3,5,1,1
162350,1,5,1,3,3,3,3,1
162517,1,5,1,1,2,1,1,1
164663,1,5,1,3,3,3,1,1
165472,1,5,1,3,3,3,1,1
166280,1,5,1,3,3,3,3,1
166870,1,5,1,3,3,3,1,1
167334,1,5,1,3,3,3,1,1
167354,1,5,3,3,3,3,1,1
168474,1,5,1,3,3,3,1,1
168868,2,5,1,3,3,3,1,1
169535,2,5,1,3,4,3,2,1
170281,1,5,3,3,3,3,2,1
171303,1,5,1,3,3,3,1,1
171399,1,5,3,3,3,4,1,1
172462,1,5,1,3,3,3,1,1
172771,3,5,3,3,3,3,1,1
173083,1,5,1,3,3,3,1,1
174876,1,5,1,1,3,1,3,1
175026,1,5,1,3,3,3,1,1
175738,1,5,1,1,3,1,3,1
176236,1,5,1,3,3,3,3,1
177767,1,5,1,3,3,3,1,1
178684,1,5,1,3,3,3,2,1
179037,1,5,1,3,3,3,3,1
179580,1,5,1,3,3,3,1,1
179838,1,5,1,3,3,1,1,1
180973,1,5,1,3,3,3,1,1
181092,1,5,1,3,3,3,3,1
182229,3,5,1,3,3,3,1,1
182607,1,5,1,1,1,1,5,1
183099,1,5,1,3,3,3,3,1
183561,1,5,1,3,3,3,3,1
184727,1,5,1,3,3,3,3,1
185100,1,5,1,3,3,3,1,1
185255,1,5,1,3,3,3,3,1
186206,1,5,1,3,3,3,2,1
187017,3,5,1,3,3,3,3,1
189232,1,3,1,3,3,3,1,1
190595,1,5,1,3,3,3,1,1
190818,1,5,1,2,3,3,1,1
190966,1,5,1,3,3,3,1,1
191509,1,5,1,3,3,3,1,1
193769,1,5,1,3,3,3,1,1
194316,1,5,1,1,3,3,1,1
194440,3,5,1,3,3,3,3,1
196279,3,5,1,3,3,3,3,3
197297,1,1,1,1,3,5,1,1
199256,1,5,1,1,3,3,1,1
199492,1,5,1,3,3,3,1,1
199530,3,5,1,3,3,3,1,1
